"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Dest Port"
"158","1595013268.672","192.168.56.105","192.168.56.104","TCP","54","1242  >  80 [SYN] Seq=0 Win=512 Len=0","1242","80"
"159","1595013268.672","192.168.56.104","192.168.56.105","TCP","60","80  >  1239 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1239"
"160","1595013268.672","192.168.56.105","192.168.56.104","TCP","54","1239  >  80 [RST] Seq=1 Win=0 Len=0","1239","80"
"161","1595013268.672","192.168.56.105","192.168.56.104","TCP","54","1243  >  80 [SYN] Seq=0 Win=512 Len=0","1243","80"
"162","1595013268.672","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 1243  >  80 [SYN] Seq=0 Win=512 Len=0","1243","80"
"163","1595013268.672","192.168.56.104","192.168.56.105","TCP","60","80  >  1241 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1241"
"164","1595013268.672","192.168.56.104","192.168.56.105","TCP","60","80  >  1242 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1242"
"165","1595013268.672","192.168.56.105","192.168.56.104","TCP","54","1241  >  80 [RST] Seq=1 Win=0 Len=0","1241","80"
"166","1595013268.672","192.168.56.105","192.168.56.104","TCP","54","1242  >  80 [RST] Seq=1 Win=0 Len=0","1242","80"
"167","1595013268.672","192.168.56.105","192.168.56.104","TCP","54","1244  >  80 [SYN] Seq=0 Win=512 Len=0","1244","80"
"168","1595013268.672","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  1243 [SYN, ACK] Seq=0 Ack=1270947438 Win=29200 Len=0 MSS=1460","80","1243"
"169","1595013268.672","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 168#1] [TCP ACKed unseen segment] 80  >  1243 [ACK] Seq=1 Ack=1270947438 Win=29200 Len=0","80","1243"
"170","1595013268.672","192.168.56.105","192.168.56.104","TCP","54","1243  >  80 [RST] Seq=1270947438 Win=0 Len=0","1243","80"
"171","1595013268.672","192.168.56.105","192.168.56.104","TCP","54","1243  >  80 [RST] Seq=1270947438 Win=0 Len=0","1243","80"
"172","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1245  >  80 [SYN] Seq=0 Win=512 Len=0","1245","80"
"173","1595013268.673","192.168.56.104","192.168.56.105","TCP","60","80  >  1244 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1244"
"174","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1244  >  80 [RST] Seq=1 Win=0 Len=0","1244","80"
"175","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1246  >  80 [SYN] Seq=0 Win=512 Len=0","1246","80"
"176","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1248  >  80 [SYN] Seq=0 Win=512 Len=0","1248","80"
"177","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 1248  >  80 [SYN] Seq=0 Win=512 Len=0","1248","80"
"178","1595013268.673","192.168.56.104","192.168.56.105","TCP","60","80  >  1245 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1245"
"179","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1249  >  80 [SYN] Seq=0 Win=512 Len=0","1249","80"
"180","1595013268.673","192.168.56.104","192.168.56.105","TCP","60","80  >  1246 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1246"
"181","1595013268.673","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  1248 [SYN, ACK] Seq=0 Ack=963584166 Win=29200 Len=0 MSS=1460","80","1248"
"182","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1245  >  80 [RST] Seq=1 Win=0 Len=0","1245","80"
"183","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1246  >  80 [RST] Seq=1 Win=0 Len=0","1246","80"
"184","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1248  >  80 [RST] Seq=963584166 Win=0 Len=0","1248","80"
"185","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1250  >  80 [SYN] Seq=0 Win=512 Len=0","1250","80"
"186","1595013268.673","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 181#1] [TCP ACKed unseen segment] 80  >  1248 [ACK] Seq=1 Ack=963584166 Win=29200 Len=0","80","1248"
"187","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1248  >  80 [RST] Seq=963584166 Win=0 Len=0","1248","80"
"188","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1252  >  80 [SYN] Seq=0 Win=512 Len=0","1252","80"
"189","1595013268.673","192.168.56.104","192.168.56.105","TCP","60","80  >  1249 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1249"
"190","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1249  >  80 [RST] Seq=1 Win=0 Len=0","1249","80"
"191","1595013268.673","192.168.56.105","192.168.56.104","TCP","54","1253  >  80 [SYN] Seq=0 Win=512 Len=0","1253","80"
"192","1595013268.674","192.168.56.104","192.168.56.105","TCP","60","80  >  1250 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1250"
"193","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 1253  >  80 [SYN] Seq=0 Win=512 Len=0","1253","80"
"194","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1250  >  80 [RST] Seq=1 Win=0 Len=0","1250","80"
"195","1595013268.674","192.168.56.104","192.168.56.105","TCP","60","80  >  1252 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1252"
"196","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1252  >  80 [RST] Seq=1 Win=0 Len=0","1252","80"
"197","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1254  >  80 [SYN] Seq=0 Win=512 Len=0","1254","80"
"198","1595013268.674","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  1253 [SYN, ACK] Seq=0 Ack=154908626 Win=29200 Len=0 MSS=1460","80","1253"
"199","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1253  >  80 [RST] Seq=154908626 Win=0 Len=0","1253","80"
"200","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1255  >  80 [SYN] Seq=0 Win=512 Len=0","1255","80"
"201","1595013268.674","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 198#1] [TCP ACKed unseen segment] 80  >  1253 [ACK] Seq=1 Ack=154908626 Win=29200 Len=0","80","1253"
"202","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1253  >  80 [RST] Seq=154908626 Win=0 Len=0","1253","80"
"203","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1257  >  80 [SYN] Seq=0 Win=512 Len=0","1257","80"
"204","1595013268.674","192.168.56.104","192.168.56.105","TCP","60","80  >  1254 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1254"
"205","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1254  >  80 [RST] Seq=1 Win=0 Len=0","1254","80"
"206","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1258  >  80 [SYN] Seq=0 Win=512 Len=0","1258","80"
"207","1595013268.674","192.168.56.104","192.168.56.105","TCP","60","80  >  1255 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1255"
"208","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1255  >  80 [RST] Seq=1 Win=0 Len=0","1255","80"
"209","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 1258  >  80 [SYN] Seq=0 Win=512 Len=0","1258","80"
"210","1595013268.674","192.168.56.104","192.168.56.105","TCP","60","80  >  1257 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1257"
"211","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1257  >  80 [RST] Seq=1 Win=0 Len=0","1257","80"
"212","1595013268.674","192.168.56.104","192.168.56.105","TCP","60","80  >  1258 [SYN, ACK] Seq=0 Ack=3967522306 Win=29200 Len=0 MSS=1460","80","1258"
"213","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1258  >  80 [RST] Seq=3967522306 Win=0 Len=0","1258","80"
"214","1595013268.674","192.168.56.105","192.168.56.104","TCP","54","1259  >  80 [SYN] Seq=0 Win=512 Len=0","1259","80"
"215","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1261  >  80 [SYN] Seq=0 Win=512 Len=0","1261","80"
"216","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 1261  >  80 [SYN] Seq=0 Win=512 Len=0","1261","80"
"217","1595013268.675","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 212#1] 80  >  1258 [ACK] Seq=1 Ack=3967522306 Win=29200 Len=0","80","1258"
"218","1595013268.675","192.168.56.104","192.168.56.105","TCP","60","80  >  1259 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1259"
"219","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1258  >  80 [RST] Seq=3967522306 Win=0 Len=0","1258","80"
"220","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1259  >  80 [RST] Seq=1 Win=0 Len=0","1259","80"
"221","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1262  >  80 [SYN] Seq=0 Win=512 Len=0","1262","80"
"222","1595013268.675","192.168.56.104","192.168.56.105","TCP","60","80  >  1261 [SYN, ACK] Seq=0 Ack=2842143612 Win=29200 Len=0 MSS=1460","80","1261"
"223","1595013268.675","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 222#1] 80  >  1261 [ACK] Seq=1 Ack=2842143612 Win=29200 Len=0","80","1261"
"224","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1261  >  80 [RST] Seq=2842143612 Win=0 Len=0","1261","80"
"225","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1261  >  80 [RST] Seq=2842143612 Win=0 Len=0","1261","80"
"226","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1263  >  80 [SYN] Seq=0 Win=512 Len=0","1263","80"
"227","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1264  >  80 [SYN] Seq=0 Win=512 Len=0","1264","80"
"228","1595013268.675","192.168.56.104","192.168.56.105","TCP","60","80  >  1262 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1262"
"229","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1262  >  80 [RST] Seq=1 Win=0 Len=0","1262","80"
"230","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1265  >  80 [SYN] Seq=0 Win=512 Len=0","1265","80"
"231","1595013268.675","192.168.56.104","192.168.56.105","TCP","60","80  >  1263 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1263"
"232","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1263  >  80 [RST] Seq=1 Win=0 Len=0","1263","80"
"233","1595013268.675","192.168.56.105","192.168.56.104","TCP","54","1266  >  80 [SYN] Seq=0 Win=512 Len=0","1266","80"
"234","1595013268.675","192.168.56.104","192.168.56.105","TCP","60","80  >  1264 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1264"
"235","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1265 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1265"
"236","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1264  >  80 [RST] Seq=1 Win=0 Len=0","1264","80"
"237","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1265  >  80 [RST] Seq=1 Win=0 Len=0","1265","80"
"238","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1267  >  80 [SYN] Seq=0 Win=512 Len=0","1267","80"
"239","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1268  >  80 [SYN] Seq=0 Win=512 Len=0","1268","80"
"240","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1266 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1266"
"241","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1266  >  80 [RST] Seq=1 Win=0 Len=0","1266","80"
"242","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1269  >  80 [SYN] Seq=0 Win=512 Len=0","1269","80"
"243","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1267 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1267"
"244","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1267  >  80 [RST] Seq=1 Win=0 Len=0","1267","80"
"245","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1271  >  80 [SYN] Seq=0 Win=512 Len=0","1271","80"
"246","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1272  >  80 [SYN] Seq=0 Win=512 Len=0","1272","80"
"247","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1268 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1268"
"248","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1268  >  80 [RST] Seq=1 Win=0 Len=0","1268","80"
"249","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1273  >  80 [SYN] Seq=0 Win=512 Len=0","1273","80"
"250","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1274  >  80 [SYN] Seq=0 Win=512 Len=0","1274","80"
"251","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1269 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1269"
"252","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1269  >  80 [RST] Seq=1 Win=0 Len=0","1269","80"
"253","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1275  >  80 [SYN] Seq=0 Win=512 Len=0","1275","80"
"254","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1276  >  80 [SYN] Seq=0 Win=512 Len=0","1276","80"
"255","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1271 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1271"
"256","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1271  >  80 [RST] Seq=1 Win=0 Len=0","1271","80"
"257","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1277  >  80 [SYN] Seq=0 Win=512 Len=0","1277","80"
"258","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1272 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1272"
"259","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1278  >  80 [SYN] Seq=0 Win=512 Len=0","1278","80"
"260","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1273 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1273"
"261","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1274 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1274"
"262","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1272  >  80 [RST] Seq=1 Win=0 Len=0","1272","80"
"263","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1273  >  80 [RST] Seq=1 Win=0 Len=0","1273","80"
"264","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1274  >  80 [RST] Seq=1 Win=0 Len=0","1274","80"
"265","1595013268.676","192.168.56.105","192.168.56.104","TCP","54","1279  >  80 [SYN] Seq=0 Win=512 Len=0","1279","80"
"266","1595013268.676","192.168.56.104","192.168.56.105","TCP","60","80  >  1275 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1275"
"267","1595013268.677","192.168.56.104","192.168.56.105","TCP","60","80  >  1276 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1276"
"268","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1275  >  80 [RST] Seq=1 Win=0 Len=0","1275","80"
"269","1595013268.677","192.168.56.104","192.168.56.105","TCP","60","80  >  1277 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1277"
"270","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1276  >  80 [RST] Seq=1 Win=0 Len=0","1276","80"
"271","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1277  >  80 [RST] Seq=1 Win=0 Len=0","1277","80"
"272","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 1279  >  80 [SYN] Seq=0 Win=512 Len=0","1279","80"
"273","1595013268.677","192.168.56.104","192.168.56.105","TCP","60","80  >  1278 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1278"
"274","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1278  >  80 [RST] Seq=1 Win=0 Len=0","1278","80"
"275","1595013268.677","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  1279 [SYN, ACK] Seq=0 Ack=34095238 Win=29200 Len=0 MSS=1460","80","1279"
"276","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1280  >  80 [SYN] Seq=0 Win=512 Len=0","1280","80"
"277","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1279  >  80 [RST] Seq=34095238 Win=0 Len=0","1279","80"
"278","1595013268.677","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 275#1] [TCP ACKed unseen segment] 80  >  1279 [ACK] Seq=1 Ack=34095238 Win=29200 Len=0","80","1279"
"279","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1279  >  80 [RST] Seq=34095238 Win=0 Len=0","1279","80"
"280","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1281  >  80 [SYN] Seq=0 Win=512 Len=0","1281","80"
"281","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1283  >  80 [SYN] Seq=0 Win=512 Len=0","1283","80"
"282","1595013268.677","192.168.56.104","192.168.56.105","TCP","60","80  >  1280 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1280"
"283","1595013268.677","192.168.56.104","192.168.56.105","TCP","60","80  >  1281 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1281"
"284","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1280  >  80 [RST] Seq=1 Win=0 Len=0","1280","80"
"285","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1281  >  80 [RST] Seq=1 Win=0 Len=0","1281","80"
"286","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 1283  >  80 [SYN] Seq=0 Win=512 Len=0","1283","80"
"287","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1284  >  80 [SYN] Seq=0 Win=512 Len=0","1284","80"
"288","1595013268.677","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  1283 [SYN, ACK] Seq=0 Ack=64610763 Win=29200 Len=0 MSS=1460","80","1283"
"289","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1283  >  80 [RST] Seq=64610763 Win=0 Len=0","1283","80"
"290","1595013268.677","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 288#1] [TCP ACKed unseen segment] 80  >  1283 [ACK] Seq=1 Ack=64610763 Win=29200 Len=0","80","1283"
"291","1595013268.677","192.168.56.105","192.168.56.104","TCP","54","1285  >  80 [SYN] Seq=0 Win=512 Len=0","1285","80"
"292","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1283  >  80 [RST] Seq=64610763 Win=0 Len=0","1283","80"
"293","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1286  >  80 [SYN] Seq=0 Win=512 Len=0","1286","80"
"294","1595013268.678","192.168.56.104","192.168.56.105","TCP","60","80  >  1284 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1284"
"295","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1284  >  80 [RST] Seq=1 Win=0 Len=0","1284","80"
"296","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1287  >  80 [SYN] Seq=0 Win=512 Len=0","1287","80"
"297","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1288  >  80 [SYN] Seq=0 Win=512 Len=0","1288","80"
"298","1595013268.678","192.168.56.104","192.168.56.105","TCP","60","80  >  1285 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1285"
"299","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1285  >  80 [RST] Seq=1 Win=0 Len=0","1285","80"
"300","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1290  >  80 [SYN] Seq=0 Win=512 Len=0","1290","80"
"301","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1291  >  80 [SYN] Seq=0 Win=512 Len=0","1291","80"
"302","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1292  >  80 [SYN] Seq=0 Win=512 Len=0","1292","80"
"303","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1293  >  80 [SYN] Seq=0 Win=512 Len=0","1293","80"
"304","1595013268.678","192.168.56.104","192.168.56.105","TCP","60","80  >  1286 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1286"
"305","1595013268.678","192.168.56.104","192.168.56.105","TCP","60","80  >  1287 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1287"
"306","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1286  >  80 [RST] Seq=1 Win=0 Len=0","1286","80"
"307","1595013268.678","192.168.56.104","192.168.56.105","TCP","60","80  >  1288 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1288"
"308","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1287  >  80 [RST] Seq=1 Win=0 Len=0","1287","80"
"309","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1288  >  80 [RST] Seq=1 Win=0 Len=0","1288","80"
"310","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 1293  >  80 [SYN] Seq=0 Win=512 Len=0","1293","80"
"311","1595013268.678","192.168.56.105","192.168.56.104","TCP","54","1294  >  80 [SYN] Seq=0 Win=512 Len=0","1294","80"
"312","1595013268.679","192.168.56.104","192.168.56.105","TCP","60","80  >  1290 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","1290"
